n;b1_a;b1_c;b2_a;b2_c
7909;18036;5084;17895;20801;
7910;17889;4992;17875;20793;
7911;18021;5073;17939;20825;
7912;17945;5030;17795;20755;
7913;18104;5114;17857;20789;
7914;17926;5011;18016;20867;
7915;18092;5105;17922;20826;
7916;18018;5065;18026;20879;
7917;18061;5089;17969;20850;
7918;18090;5107;17910;20821;
7919;18154;5137;17940;20841;
7920;17953;5030;17985;20862;
7921;17852;4971;17972;20860;
7922;18036;5066;17970;20858;
7923;17938;5021;17978;20866;
7924;17975;5036;18043;20898;
7925;17867;4975;17860;20810;
7926;18014;5062;18058;20908;
7927;18034;5070;17992;20877;
7928;17951;5029;18049;20905;
7929;18181;5138;18008;20888;
7930;18102;5105;17825;20795;
7931;18022;5064;17883;20827;
7932;18154;5127;18030;20899;
7933;18059;5075;17898;20841;
7934;18027;5063;17960;20870;
7935;18143;5118;17984;20884;
7936;17945;5013;18007;20899;
7937;17974;5034;18011;20902;
7938;18199;5143;17981;20889;
7939;17997;5038;17920;20862;
7940;17946;5003;18074;20936;
7941;17987;5030;18112;20957;
7942;18080;5085;18154;20983;
7943;17962;5031;18070;20939;
7944;18253;5161;18017;20916;
7945;17939;5016;18048;20932;
7946;18090;5084;18195;21008;
7947;18166;5132;18052;20934;
7948;18100;5088;17919;20872;
7949;17948;5027;18017;20920;
7950;18257;5173;18138;20984;
7951;18006;5035;17964;20896;
7952;18291;5182;18192;21013;
7953;18038;5051;18008;20922;
7954;18164;5123;17889;20865;
7955;18053;5050;17907;20875;
7956;17956;5003;17936;20890;
7957;18072;5070;18004;20930;
7958;17952;5011;17926;20894;
7959;18046;5052;17969;20913;
7960;18107;5086;17975;20914;
7961;18121;5088;17960;20911;
7962;18080;5073;18117;20989;
7963;18233;5152;18079;20977;
7964;17890;4977;18020;20947;
7965;18151;5101;18181;21029;
7966;18131;5090;18050;20963;
7967;18027;5039;17959;20920;
7968;18181;5131;17952;20914;
7969;18158;5102;18104;20997;
7970;17998;5021;18145;21016;
7971;18277;5178;18183;21039;
7972;18143;5096;18082;20992;
7973;18076;5060;18135;21018;
7974;18002;5014;18036;20970;
7975;18212;5131;17923;20911;
7976;18153;5096;17999;20957;
7977;18187;5113;18112;21012;
7978;18064;5049;18118;21016;
7979;18131;5085;18144;21031;
7980;18209;5122;18159;21039;
7981;18131;5084;18103;21017;
7982;18103;5067;18165;21044;
7983;18083;5058;18053;20991;
7984;18082;5052;18111;21020;
7985;18271;5145;18075;21008;
7986;18223;5137;18216;21076;
7987;18141;5084;18166;21054;
7988;18188;5118;18108;21027;
7989;18202;5112;18085;21013;
7990;18209;5119;18271;21111;
7991;18312;5169;17890;20922;
7992;18341;5181;18137;21048;
7993;18101;5055;18086;21021;
7994;18067;5048;18137;21049;
7995;18105;5060;18190;21080;
7996;18127;5072;18027;20997;
7997;17981;4993;18041;21006;
7998;18219;5120;18329;21150;
7999;18242;5131;18369;21172;
8000;18376;5193;18238;21108;
8001;18190;5105;18264;21123;
8002;18137;5077;18170;21079;
8003;18239;5121;18238;21115;
8004;18129;5071;18129;21061;
8005;18202;5113;18137;21067;
8006;18171;5089;18260;21128;
8007;18185;5098;18211;21107;
8008;18225;5111;18178;21089;
8009;18136;5072;17958;20982;
8010;18122;5066;18150;21080;
8011;18100;5053;18237;21124;
8012;18099;5045;18192;21107;
8013;18193;5093;18154;21088;
8014;18301;5157;18157;21090;
8015;18300;5147;18140;21084;
8016;18244;5116;18207;21115;
8017;18159;5084;18261;21150;
8018;18250;5128;18105;21069;
8019;18312;5159;18125;21078;
8020;18215;5104;18152;21096;
8021;18288;5147;18321;21181;
8022;18196;5103;18163;21102;
8023;18216;5106;18281;21163;
8024;18342;5162;18291;21172;
8025;18333;5161;18132;21097;
8026;18229;5110;18183;21121;
8027;18087;5035;18138;21104;
8028;18212;5106;18252;21157;
8029;18352;5176;18299;21183;
8030;18445;5222;18186;21125;
8031;18367;5171;18170;21120;
8032;18297;5146;18197;21141;
8033;18297;5139;18222;21152;
8034;18404;5189;18221;21152;
8035;18322;5152;18223;21152;
8036;18222;5101;18375;21231;
8037;18181;5072;18257;21170;
8038;18321;5157;18177;21133;
8039;18178;5070;18288;21194;
8040;18272;5127;18192;21145;
8041;18188;5085;17973;21038;
8042;18160;5066;18234;21170;
8043;18078;5023;18194;21151;
8044;18310;5147;18254;21183;
8045;18120;5044;18329;21221;
8046;18225;5099;18351;21236;
8047;18254;5108;18316;21219;
8048;18338;5151;18175;21155;
8049;18193;5075;18278;21203;
8050;18333;5147;18253;21186;
8051;18302;5131;18255;21197;
8052;18318;5137;18300;21215;
8053;18270;5122;18397;21267;
8054;18335;5149;18298;21217;
8055;18148;5054;18299;21221;
8056;18311;5136;18269;21207;
8057;18374;5164;18400;21278;
8058;18252;5098;18329;21245;
8059;18392;5174;18321;21240;
8060;18263;5109;18264;21215;
8061;18428;5200;18144;21154;
8062;18344;5144;18304;21237;
8063;18175;5069;18295;21233;
8064;18357;5152;18317;21245;
8065;18277;5111;18323;21250;
8066;18138;5036;18481;21328;
8067;18413;5183;18199;21193;
8068;18275;5113;18262;21223;
8069;18453;5200;18360;21272;
8070;18303;5119;18251;21224;
8071;18456;5205;18212;21203;
8072;18222;5084;18272;21232;
8073;18401;5174;18249;21226;
8074;18408;5170;18382;21293;
8075;18360;5153;18369;21287;
8076;18321;5126;18417;21312;
8077;18268;5100;18280;21245;
8078;18227;5086;18245;21230;
8079;18324;5132;18186;21204;
8080;18336;5138;18376;21300;
8081;18291;5111;18501;21364;
8082;18353;5138;18392;21312;
8083;18461;5198;18272;21252;
8084;18248;5089;18302;21265;
8085;18349;5138;18332;21285;
8086;18419;5174;18265;21250;
8087;18452;5187;18122;21186;
8088;18373;5155;18449;21340;
8089;18279;5100;18359;21305;
8090;18418;5167;18361;21307;
8091;18398;5160;18404;21329;
8092;18453;5188;18120;21189;
8093;18536;5224;18558;21407;
8094;18425;5170;18357;21309;
8095;18323;5121;18306;21285;
8096;18377;5145;18295;21281;
8097;18285;5100;18287;21279;
8098;18511;5212;18314;21291;
8099;18462;5188;18351;21315;
8100;18468;5187;18355;21319;
8101;18365;5132;18348;21315;
8102;18462;5181;18265;21277;
8103;18381;5139;18415;21352;
8104;18356;5127;18420;21357;
8105;18393;5147;18365;21332;
8106;18365;5140;18315;21308;
8107;18204;5053;18353;21327;
8108;18342;5119;18224;21265;
8109;18515;5206;18331;21318;
8110;18423;5160;18249;21279;
8111;18352;5125;18422;21369;
8112;18461;5181;18399;21358;
8113;18345;5117;18446;21383;
8114;18339;5116;18418;21371;
8115;18375;5132;18352;21340;
8116;18380;5134;18368;21347;
8117;18540;5212;18453;21393;
8118;18449;5171;18328;21330;
8119;18517;5203;18458;21396;
8120;18381;5135;18557;21449;
8121;18373;5129;18300;21321;
8122;18525;5205;18545;21446;
8123;18510;5203;18463;21406;
8124;18370;5128;18307;21327;
8125;18410;5148;18457;21406;
8126;18487;5182;18566;21460;
8127;18410;5152;18360;21362;
8128;18554;5215;18400;21378;
8129;18581;5227;18460;21415;
8130;18466;5168;18428;21403;
8131;18539;5206;18494;21432;
8132;18372;5124;18261;21315;
8133;18454;5165;18414;21399;
8134;18404;5141;18489;21435;
8135;18419;5142;18567;21476;
8136;18256;5063;18478;21433;
8137;18388;5133;18424;21406;
8138;18488;5177;18456;21425;
8139;18579;5230;18394;21396;
8140;18401;5132;18402;21401;
8141;18372;5116;18439;21421;
8142;18423;5145;18266;21337;
8143;18454;5156;18386;21397;
8144;18522;5189;18628;21521;
8145;18376;5117;18332;21371;
8146;18507;5182;18481;21449;
8147;18461;5158;18370;21393;
8148;18459;5160;18411;21418;
8149;18467;5162;18420;21426;
8150;18458;5156;18364;21396;
8151;18669;5259;18431;21432;
8152;18499;5174;18507;21472;
8153;18510;5181;18353;21393;
8154;18410;5131;18385;21413;
8155;18482;5165;18517;21481;
8156;18502;5175;18463;21457;
8157;18400;5122;18500;21477;
8158;18501;5173;18481;21469;
8159;18407;5126;18568;21512;
8160;18396;5118;18554;21512;
8161;18512;5178;18455;21457;
8162;18551;5195;18664;21564;
8163;18455;5152;18455;21459;
8164;18371;5106;18478;21476;
8165;18556;5201;18626;21552;
8166;18350;5092;18370;21421;
8167;18302;5072;18582;21529;
8168;18564;5198;18390;21439;
8169;18477;5164;18519;21503;
8170;18694;5262;18590;21541;
8171;18467;5153;18690;21589;
8172;18464;5146;18441;21473;
8173;18639;5233;18494;21497;
8174;18482;5154;18592;21550;
8175;18599;5212;18568;21537;
8176;18644;5234;18559;21533;
8177;18511;5167;18668;21590;
8178;18404;5113;18561;21539;
8179;18449;5135;18405;21462;
8180;18558;5189;18646;21581;
8181;18520;5172;18511;21520;
8182;18584;5201;18590;21559;
8183;18626;5222;18564;21547;
8184;18562;5189;18691;21610;
8185;18581;5198;18586;21563;
8186;18612;5213;18606;21573;
8187;18505;5159;18732;21638;
8188;18592;5202;18567;21559;
8189;18708;5260;18526;21533;
8190;18514;5162;18767;21658;
8191;18599;5204;18615;21585;
8192;18472;5140;18560;21555;
8193;18523;5165;18602;21580;
8194;18544;5175;18576;21571;
8195;18577;5191;18448;21508;
8196;18614;5209;18780;21672;
8197;18695;5252;18584;21579;
8198;18548;5175;18617;21594;
8199;18731;5266;18523;21550;
8200;18650;5225;18632;21607;
8201;18613;5206;18624;21605;
8202;18528;5163;18536;21561;
8203;18371;5084;18683;21638;
8204;18660;5228;18674;21631;
8205;18576;5187;18819;21707;
8206;18746;5273;18532;21566;
8207;18656;5231;18543;21572;
8208;18522;5157;18710;21652;
8209;18585;5188;18746;21677;
8210;18604;5201;18501;21556;
8211;18648;5222;18703;21655;
8212;18690;5242;18708;21665;
8213;18524;5158;18612;21615;
8214;18608;5198;18659;21640;
8215;18532;5161;18509;21566;
8216;18721;5256;18682;21657;
8217;18572;5179;18447;21540;
8218;18648;5217;18672;21654;
8219;18680;5239;18545;21590;
8220;18669;5227;18566;21605;
8221;18741;5264;18665;21652;
8222;18616;5200;18578;21611;
8223;18659;5221;18526;21587;
8224;18666;5221;18693;21672;
8225;18638;5212;18630;21643;
8226;18737;5259;18654;21658;
8227;18696;5238;18813;21736;
8228;18792;5284;18729;21697;
8229;18526;5151;18557;21614;
8230;18777;5278;18703;21686;
8231;18654;5217;18641;21661;
8232;18713;5249;18625;21651;
8233;18705;5241;18673;21679;
8234;18696;5234;18690;21687;
8235;18747;5266;18776;21733;
8236;18519;5144;18726;21708;
8237;18650;5208;18657;21676;
8238;18700;5238;18600;21646;
8239;18764;5268;18729;21712;
8240;18728;5246;18625;21661;
8241;18765;5267;18743;21724;
8242;18694;5228;18719;21709;
8243;18531;5147;18744;21726;
8244;18575;5168;18775;21744;
8245;18688;5231;18824;21769;
8246;18761;5261;18653;21687;
8247;18685;5226;18783;21754;
8248;18763;5261;18725;21723;
8249;18820;5290;18773;21751;
8250;18675;5224;18725;21725;
8251;18673;5217;18594;21663;
8252;18727;5245;18642;21687;
8253;18830;5293;18577;21657;
8254;18718;5237;18848;21795;
8255;18805;5280;18764;21753;
8256;18680;5212;18722;21735;
8257;18707;5235;18578;21661;
8258;18802;5281;18581;21668;
8259;18739;5248;18622;21688;
8260;18807;5282;18756;21759;
8261;18800;5280;18757;21760;
8262;18691;5224;18631;21696;
8263;18854;5310;18845;21809;
8264;18777;5263;18783;21776;
8265;18760;5254;18584;21682;
8266;18776;5263;18970;21876;
8267;18764;5256;18873;21826;
8268;18685;5219;18709;21746;
8269;18823;5288;18746;21768;
8270;18874;5309;18761;21773;
8271;18833;5294;18745;21771;
8272;18767;5251;18636;21716;
8273;18861;5305;18955;21873;
8274;18772;5261;18903;21855;
8275;18830;5290;18797;21800;
8276;18890;5317;18814;21813;
8277;18851;5295;18619;21711;
8278;18816;5278;18737;21776;
8279;18918;5328;18723;21769;
8280;18883;5314;18756;21788;
8281;18647;5187;18777;21800;
8282;18714;5225;18891;21855;
8283;18707;5212;18712;21768;
8284;18671;5209;18629;21733;
8285;18882;5311;18878;21854;
8286;18742;5237;18787;21815;
8287;18643;5186;18781;21807;
8288;18875;5303;18821;21830;
8289;18849;5295;18755;21801;
8290;18951;5339;18803;21828;
8291;18712;5220;18903;21875;
8292;18835;5279;18836;21844;
8293;19079;5409;18660;21756;
8294;18718;5223;18735;21798;
8295;18803;5266;18783;21823;
8296;18756;5247;18879;21872;
8297;18888;5310;18732;21802;
8298;18902;5315;18669;21772;
8299;18806;5271;18926;21897;
8300;18824;5275;18824;21851;
8301;18872;5297;19002;21944;
8302;18896;5309;18852;21871;
8303;18900;5313;18928;21909;
8304;18965;5345;18816;21858;
8305;18899;5310;18820;21858;
8306;18832;5280;18936;21917;
8307;19148;5437;18775;21838;
8308;18979;5351;18696;21803;
8309;19004;5353;18869;21887;
8310;19017;5371;18956;21934;
8311;19023;5370;18796;21855;
8312;18723;5221;18825;21872;
8313;19121;5418;18903;21913;
8314;18801;5262;18837;21880;
8315;18909;5310;18935;21928;
8316;18945;5328;18856;21893;
8317;18812;5268;18893;21912;
8318;18944;5323;19096;22015;
8319;18938;5325;18867;21904;
8320;18748;5214;18854;21896;
8321;18991;5335;18987;21963;
8322;18977;5355;18982;21965;
8323;19041;5380;18780;21866;
8324;18950;5332;18803;21879;
8325;18868;5289;18713;21835;
8326;18818;5260;19061;22010;
8327;18850;5274;18938;21949;
8328;18913;5301;18872;21914;
8329;18922;5316;18881;21922;
8330;18976;5339;18892;21933;
8331;18968;5339;18850;21914;
8332;18858;5274;18936;21955;
8333;18906;5297;18846;21913;
8334;18990;5340;18996;21991;
8335;19075;5389;19008;21996;
8336;19005;5348;19017;22004;
8337;18994;5352;18953;21969;
8338;18982;5340;18903;21949;
8339;19051;5379;18929;21958;
8340;18995;5337;18811;21906;
8341;18836;5261;18863;21933;
8342;19007;5354;18781;21893;
8343;18960;5324;18957;21982;
8344;19022;5349;18856;21936;
8345;19053;5365;18754;21884;
8346;19067;5380;18911;21968;
8347;19147;5419;19006;22012;
8348;18981;5338;18857;21941;
8349;18900;5297;18996;22013;
8350;19028;5364;18892;21960;
8351;19170;5441;18761;21897;
8352;19028;5360;18947;21991;
8353;19074;5382;19015;22026;
8354;18989;5336;18807;21924;
8355;19044;5371;19082;22061;
8356;19148;5418;18959;22003;
8357;18973;5326;18944;21998;
8358;19035;5358;18975;22010;
8359;19013;5338;19043;22050;
8360;18972;5322;18983;22024;
8361;19011;5343;18943;22003;
8362;18922;5291;18992;22027;
8363;18976;5327;18927;21996;
8364;18938;5308;18764;21918;
8365;18978;5333;19042;22057;
8366;19145;5412;19109;22094;
8367;19131;5404;18954;22020;
8368;19007;5340;18952;22020;
8369;19046;5363;19014;22052;
8370;19120;5388;19042;22065;
8371;19090;5378;19023;22060;
8372;19093;5378;18929;22009;
8373;19118;5392;19134;22116;
8374;19084;5385;18945;22023;
8375;19264;5461;19044;22073;
8376;19077;5363;19120;22113;
8377;19042;5351;19050;22079;
8378;19150;5408;19090;22102;
8379;19154;5417;18936;22028;
8380;19172;5424;18997;22060;
8381;19170;5416;18951;22039;
8382;19128;5398;19109;22115;
8383;19083;5374;19135;22131;
8384;19139;5400;19165;22144;
8385;19078;5364;19247;22190;
8386;18973;5323;19005;22073;
8387;19118;5395;19018;22079;
8388;19171;5412;19134;22145;
8389;19104;5375;18948;22049;
8390;19109;5385;19181;22166;
8391;19072;5364;19104;22126;
8392;19231;5445;19078;22119;
8393;19023;5341;19023;22088;
8394;19290;5470;19103;22133;
8395;19167;5402;19016;22089;
8396;18998;5325;19138;22155;
8397;18895;5258;18987;22079;
8398;19148;5395;18987;22084;
8399;19141;5391;19111;22145;
8400;19142;5391;19110;22144;
8401;19052;5351;19073;22131;
8402;19162;5406;18888;22035;
8403;19298;5474;19283;22238;
8404;19302;5481;19019;22104;
8405;19342;5497;19140;22168;
8406;19284;5462;19154;22176;
8407;19096;5374;19060;22131;
8408;19138;5399;19220;22213;
8409;19153;5386;18913;22061;
8410;19228;5428;19201;22206;
8411;19231;5453;19100;22157;
8412;19151;5398;19164;22189;
8413;19222;5431;18988;22103;
8414;19151;5393;19134;22180;
8415;19367;5506;19083;22151;
8416;19176;5409;19047;22138;
8417;19247;5442;19064;22150;
8418;19131;5369;18983;22106;
8419;19246;5434;18899;22066;
8420;19195;5416;19039;22139;
8421;19491;5558;19022;22131;
8422;19295;5473;19079;22163;
8423;19196;5412;19055;22152;
8424;19408;5520;19059;22155;
8425;19376;5504;19281;22269;
8426;19181;5409;19073;22163;
8427;19236;5441;19025;22144;
8428;19202;5413;18955;22111;
8429;19363;5488;19196;22229;
8430;19157;5396;19163;22216;
8431;19266;5443;19101;22191;
8432;19224;5426;19087;22180;
8433;19215;5423;19092;22186;
8434;19391;5502;18977;22130;
8435;19131;5348;19121;22204;
8436;19131;5376;19085;22189;
8437;19309;5462;19313;22304;
8438;19244;5437;19095;22194;
8439;19314;5480;19134;22214;
8440;19127;5364;19072;22187;
8441;19308;5472;19153;22227;
8442;19252;5433;19060;22185;
8443;19262;5435;19125;22214;
8444;19171;5391;19090;22198;
8445;19236;5420;19274;22295;
8446;19334;5476;19213;22267;
8447;19238;5445;19362;22342;
8448;19150;5351;19158;22244;
8449;19262;5432;19202;22266;
8450;19419;5530;19059;22196;
8451;19254;5433;19346;22340;
8452;19230;5393;19195;22265;
8453;19658;5691;19145;22242;
8454;19324;5463;19095;22219;
8455;19452;5536;19283;22312;
8456;19202;5400;19230;22289;
8457;19338;5471;19158;22253;
8458;19433;5525;19328;22338;
8459;19220;5408;19157;22258;
8460;19445;5520;19189;22276;
8461;19334;5469;19253;22305;
8462;19306;5465;19305;22335;
8463;19428;5514;19054;22212;
8464;19497;5548;19029;22205;
8465;19394;5491;19313;22344;
8466;19548;5569;19196;22289;
8467;19372;5490;19156;22269;
8468;19382;5486;19183;22283;
8469;19558;5576;19319;22352;
8470;19429;5500;19326;22358;
8471;19374;5484;19116;22256;
8472;19363;5474;19390;22393;
8473;19380;5500;19299;22349;
8474;19303;5443;19258;22332;
8475;19423;5497;19324;22362;
8476;19298;5438;19266;22338;
8477;19367;5483;19414;22412;
8478;19355;5470;19229;22326;
8479;19323;5458;19238;22328;
8480;19469;5522;19198;22311;
8481;19381;5486;19264;22342;
8482;19488;5539;19233;22328;
8483;19307;5451;19289;22360;
8484;19375;5478;19426;22429;
8485;19484;5529;19218;22330;
8486;19539;5561;19192;22315;
8487;19387;5484;19377;22409;
8488;19509;5555;19345;22395;
8489;19476;5522;19324;22388;
8490;19532;5558;19364;22408;
8491;19398;5482;19275;22366;
8492;19413;5497;19390;22421;
8493;19434;5509;19364;22414;
8494;19528;5550;19401;22430;
8495;19510;5563;19190;22326;
8496;19439;5512;19252;22358;
8497;19616;5590;19321;22395;
8498;19535;5554;19272;22373;
8499;19497;5529;19203;22341;
8500;19563;5572;19230;22354;
8501;19611;5595;19319;22400;
8502;19490;5531;19292;22391;
8503;19347;5454;19281;22386;
8504;19598;5586;19402;22447;
8505;19554;5574;19325;22406;
8506;19402;5484;19309;22406;
8507;19392;5474;19230;22366;
8508;19405;5498;19352;22429;
8509;19503;5535;19436;22469;
8510;19579;5585;19351;22430;
8511;19550;5549;19168;22340;
8512;19412;5471;19409;22464;
8513;19473;5520;19364;22442;
8514;19512;5529;19458;22491;
8515;19458;5515;19327;22423;
8516;19526;5556;19317;22422;
8517;19507;5535;19303;22417;
8518;19507;5523;19448;22491;
8519;19633;5591;19206;22373;
8520;19382;5462;19363;22450;
8521;19562;5562;19172;22356;
8522;19566;5563;19415;22478;
8523;19462;5520;19345;22445;
8524;19482;5526;19301;22428;
8525;19346;5420;19314;22434;
8526;19564;5559;19401;22478;
8527;19610;5575;19360;22464;
8528;19517;5552;19505;22536;
8529;19630;5600;19269;22416;
8530;19663;5609;19297;22435;
8531;19637;5607;19270;22425;
8532;19582;5571;19439;22510;
8533;19446;5506;19465;22521;
8534;19580;5568;19418;22499;
8535;19785;5679;19335;22458;
8536;19523;5532;19468;22531;
8537;19462;5495;19501;22545;
8538;19586;5548;19328;22464;
8539;19599;5561;19221;22413;
8540;19624;5582;19392;22496;
8541;19673;5608;19464;22536;
8542;19783;5677;19390;22497;
8543;19636;5596;19410;22510;
8544;19384;5444;19517;22566;
8545;19592;5566;19356;22485;
8546;19624;5583;19363;22491;
8547;19606;5576;19515;22565;
8548;19624;5585;19425;22526;
8549;19717;5632;19521;22573;
8550;19518;5527;19456;22542;
8551;19488;5510;19376;22505;
8552;19536;5537;19255;22446;
8553;19509;5520;19391;22515;
8554;19626;5570;19246;22443;
8555;19710;5619;19508;22576;
8556;19745;5634;19582;22615;
8557;19748;5638;19545;22600;
8558;19662;5582;19538;22596;
8559;19593;5576;19514;22588;
8560;19770;5649;19505;22583;
8561;19775;5647;19444;22552;
8562;19549;5523;19498;22580;
8563;19608;5565;19275;22469;
8564;19475;5493;19633;22651;
8565;19793;5656;19423;22549;
8566;19648;5590;19461;22569;
8567;19801;5668;19450;22565;
8568;19715;5591;19335;22507;
8569;19541;5522;19427;22561;
8570;19778;5638;19373;22535;
8571;19723;5627;19477;22586;
8572;19789;5649;19445;22572;
8573;19651;5581;19445;22573;
8574;19709;5622;19561;22627;
8575;19697;5615;19551;22628;
8576;19523;5502;19476;22592;
8577;19749;5652;19692;22702;
8578;19713;5614;19471;22593;
8579;19735;5632;19412;22562;
8580;19682;5593;19392;22555;
8581;19677;5595;19477;22601;
8582;19870;5685;19593;22658;
8583;19821;5662;19436;22585;
8584;19722;5605;19552;22641;
8585;19682;5591;19450;22594;
8586;19792;5642;19464;22601;
8587;19751;5636;19381;22562;
8588;19854;5694;19630;22686;
8589;19709;5617;19469;22607;
8590;19724;5609;19477;22613;
8591;19640;5567;19443;22598;
8592;19883;5688;19428;22594;
8593;19726;5607;19551;22654;
8594;19688;5580;19460;22613;
8595;19714;5598;19583;22673;
8596;19885;5693;19610;22686;
8597;19797;5637;19507;22639;
8598;19848;5682;19446;22611;
8599;19765;5630;19414;22594;
8600;19899;5699;19555;22668;
8601;19725;5606;19639;22714;
8602;19747;5623;19420;22601;
8603;19784;5646;19717;22754;
8604;19863;5681;19471;22631;
8605;19714;5599;19600;22698;
8606;19871;5668;19448;22622;
8607;19768;5626;19470;22637;
8608;19728;5600;19429;22619;
8609;19689;5587;19571;22690;
8610;19850;5680;19373;22593;
8611;19851;5673;19588;22700;
8612;19749;5618;19537;22677;
8613;19767;5628;19551;22682;
8614;19853;5674;19512;22664;
8615;19848;5688;19598;22712;
8616;19732;5593;19402;22614;
8617;19700;5574;19380;22603;
8618;19771;5625;19640;22735;
8619;19707;5591;19620;22728;
8620;19708;5580;19611;22724;
8621;19853;5672;19734;22790;
8622;19787;5636;19543;22694;
8623;19929;5697;19571;22710;
8624;19807;5635;19653;22749;
8625;19814;5631;19552;22701;
8626;19928;5711;19709;22782;
8627;19862;5671;19554;22707;
8628;19713;5588;19673;22770;
8629;19934;5691;19626;22745;
8630;19949;5701;19517;22694;
8631;19828;5656;19889;22879;
8632;19966;5727;19625;22750;
8633;19814;5634;19827;22852;
8634;19897;5689;19638;22760;
8635;20112;5801;19597;22743;
8636;19661;5562;19543;22719;
8637;20004;5749;19605;22747;
8638;19868;5677;19493;22693;
8639;20012;5734;19592;22743;
8640;19783;5610;19581;22738;
8641;19761;5616;19588;22745;
8642;19884;5664;19610;22759;
8643;19901;5688;19645;22778;
8644;20012;5720;19841;22877;
8645;19885;5665;19637;22776;
8646;19993;5724;19655;22784;
8647;19875;5663;19672;22797;
8648;19802;5612;19587;22756;
8649;20003;5732;19589;22759;
8650;19842;5636;19758;22845;
8651;19873;5648;19626;22779;
8652;19954;5700;19692;22814;
8653;20000;5741;19740;22839;
8654;19880;5666;19705;22823;
8655;19958;5706;19741;22840;
8656;19858;5654;19731;22838;
8657;19825;5603;19597;22774;
8658;19831;5631;19708;22830;
8659;19882;5662;19591;22774;
8660;19893;5672;19631;22796;
8661;19926;5673;19767;22866;
8662;19824;5617;19767;22868;
8663;19844;5638;19626;22799;
8664;19964;5697;19709;22839;
8665;19876;5661;19622;22798;
8666;19993;5714;19467;22723;
8667;19904;5673;19704;22845;
8668;20018;5738;19604;22793;
8669;20066;5744;19798;22893;
8670;20057;5741;19630;22809;
8671;19906;5669;19800;22897;
8672;20120;5767;19707;22851;
8673;19987;5709;19572;22789;
8674;20025;5743;19699;22852;
8675;19854;5647;19638;22824;
8676;19911;5629;19824;22923;
8677;19909;5672;19691;22854;
8678;19953;5689;19656;22836;
8679;19983;5699;19751;22883;
8680;19982;5697;19859;22940;
8681;20161;5817;19863;22943;
8682;19944;5704;19713;22874;
8683;20082;5756;19729;22879;
8684;19995;5725;19631;22832;
8685;20075;5740;19744;22887;
8686;20059;5748;19724;22882;
8687;20029;5724;19613;22826;
8688;20179;5800;19722;22881;
8689;19808;5613;19660;22856;
8690;20105;5757;19603;22824;
8691;19943;5690;19688;22868;
8692;20202;5826;19805;22927;
8693;20074;5760;19784;22924;
8694;20060;5740;19818;22939;
8695;20000;5694;19722;22892;
8696;20100;5760;19722;22896;
8697;20128;5775;19693;22880;
8698;20032;5717;19929;23003;
8699;20052;5733;19851;22965;
8700;19931;5667;19812;22945;
8701;19897;5638;19684;22883;
8702;19935;5683;19745;22917;
8703;19917;5643;19748;22917;
8704;19900;5598;19652;22873;
8705;20078;5742;19655;22872;
8706;19990;5704;19853;22974;
8707;20151;5785;19658;22880;
8708;20200;5810;19792;22952;
8709;20052;5727;19932;23018;
8710;20244;5822;19870;22991;
8711;20235;5826;19791;22953;
8712;20128;5771;19833;22977;
8713;20098;5745;19812;22967;
8714;20035;5718;19884;23002;
8715;20155;5780;19901;23013;
8716;19973;5672;19867;22997;
8717;20157;5789;19636;22884;
8718;20097;5749;19756;22946;
8719;19928;5661;19951;23043;
8720;20016;5677;19832;22989;
8721;20189;5802;19838;22990;
8722;20066;5730;19838;22991;
8723;20194;5803;19871;23009;
8724;20294;5860;19772;22963;
8725;20087;5736;19732;22942;
8726;19950;5675;19746;22952;
8727;20037;5718;19876;23015;
8728;20119;5758;19879;23022;
8729;20126;5743;19948;23058;
8730;20108;5757;19872;23021;
8731;20199;5788;19722;22946;
8732;20163;5775;19955;23068;
8733;20214;5803;19804;22992;
8734;19954;5672;19832;23008;
8735;20148;5762;19914;23051;
8736;20185;5773;19850;23017;
8737;20147;5747;19986;23091;
8738;20150;5768;19940;23066;
8739;20020;5688;19862;23030;
8740;20202;5805;19868;23036;
8741;20032;5695;19814;23009;
8742;20295;5834;19859;23030;
8743;20109;5739;19846;23029;
8744;20160;5775;19803;23008;
8745;20087;5708;19995;23104;
8746;20265;5822;19879;23049;
8747;20100;5737;19831;23026;
8748;20219;5794;19809;23015;
8749;20111;5747;19810;23016;
8750;20176;5767;19934;23081;
8751;20176;5784;19970;23102;
8752;20300;5827;19927;23083;
8753;20111;5732;19943;23091;
8754;20206;5783;19842;23038;
8755;20217;5800;20006;23122;
8756;20253;5800;19896;23071;
8757;20342;5865;19939;23096;
8758;20218;5790;19980;23118;
8759;20365;5881;19934;23097;
8760;20430;5901;19761;23013;
8761;20179;5755;19904;23083;
8762;20490;5927;20016;23140;
8763;20102;5733;19944;23107;
8764;20346;5860;19877;23075;
8765;20211;5800;19999;23135;
8766;20281;5824;19879;23079;
8767;20160;5766;19866;23075;
8768;20154;5739;19890;23088;
8769;20283;5833;19813;23053;
8770;20269;5803;19979;23135;
8771;20338;5858;19762;23028;
8772;20450;5910;20011;23153;
8773;20197;5791;20209;23253;
8774;20261;5803;19896;23097;
8775;20098;5718;20016;23158;
8776;20221;5787;19821;23064;
8777;20096;5702;19752;23033;
8778;20158;5746;19984;23147;
8779;20255;5788;19999;23154;
8780;20339;5847;20081;23200;
8781;20244;5767;19932;23128;
