n;q1_a;q1_c;q2_a;q2_c
8917;321939;138398;276150;246960;
8918;310814;138072;232536;242896;
8919;317557;138116;239414;233255;
8920;293396;133879;244597;244661;
8921;337308;137352;268075;263890;
8922;323372;138643;246244;241748;
8923;315419;133724;258798;244353;
8924;295653;131272;244072;244593;
8925;357452;142230;277980;249633;
8926;302879;147043;233981;236063;
8927;302284;134050;237820;236962;
8928;335502;137660;249615;248707;
8929;310747;130708;276536;253082;
8930;319782;133661;232814;235570;
8931;343602;145325;245257;242712;
8932;361881;143695;240765;257131;
8933;299562;134006;245757;238601;
8934;280179;136273;242435;243182;
8935;307293;132694;255177;244031;
8936;308274;137628;237508;244420;
8937;302217;136403;242882;237773;
8938;300738;132323;240986;239335;
8939;311741;134215;251515;239385;
8940;300249;141835;257508;255193;
8941;287319;140861;237060;240827;
8942;292317;136077;259901;251261;
8943;289639;130894;243459;236405;
8944;286905;129709;245751;236246;
8945;334419;133600;267226;253611;
8946;284112;141498;263759;261380;
8947;301002;141833;247381;240582;
8948;337979;145806;245371;256707;
8949;283694;129043;257261;249728;
8950;289508;135197;242903;235996;
8951;295969;131125;241112;247303;
8952;317857;130324;257965;246149;
8953;315113;134472;251988;244415;
8954;326308;150734;248807;249625;
8955;276169;138207;242722;254259;
8956;312666;142175;250221;255643;
8957;279355;129159;248322;249360;
8958;295668;130397;237923;240936;
8959;307470;138661;235183;235111;
8960;292269;132693;232823;246784;
8961;337008;139332;289620;265897;
8962;313165;139467;255659;253070;
8963;306676;140255;240436;236429;
8964;303788;131740;254925;238107;
8965;287386;132184;257363;247302;
8966;304446;134763;250742;238732;
8967;293900;130062;243427;239857;
8968;342528;142424;254008;255682;
8969;286668;146124;250509;245745;
8970;291331;139067;245587;238488;
8971;290878;139765;250303;256323;
8972;327351;143258;237036;236811;
8973;328949;142245;241433;235838;
8974;282811;138865;247127;244545;
8975;285552;133105;256590;261689;
8976;287010;129868;255858;244714;
8977;294382;134277;242799;241766;
8978;298729;130804;258334;257561;
8979;293829;131823;232823;236691;
8980;320850;138422;244059;246125;
8981;295232;137075;255163;250461;
8982;334619;144166;242082;253454;
8983;285326;136580;262034;261578;
8984;369550;156967;244304;244410;
8985;319499;139128;249605;238684;
8986;337618;140225;266691;262737;
8987;324950;136625;299010;263832;
8988;310891;140112;265592;254032;
8989;327150;131059;275686;255018;
8990;302041;139038;244760;261262;
8991;352218;145337;269856;255197;
8992;290947;130582;244815;237704;
8993;291157;132212;263515;250990;
8994;277512;132146;241811;234319;
8995;289386;132493;255523;244181;
8996;338612;140034;257512;245939;
8997;280071;135245;237752;235843;
8998;292762;134142;247921;241710;
8999;290053;135643;239441;241130;
9000;300755;136077;246702;236365;
9001;301170;140441;245604;238113;
9002;324903;142560;245154;234888;
9003;307787;143338;240102;236882;
9004;336316;139256;250251;259084;
9005;276990;133975;242675;248092;
9006;302303;134482;249049;248354;
9007;311630;144738;241738;254972;
9008;319431;146916;241159;252969;
9009;316818;155273;237685;244552;
9010;307097;137428;256011;240514;
9011;311388;140976;240809;259395;
9012;316301;137044;284533;264458;
9013;321342;137648;241724;238950;
9014;324951;147559;245661;252114;
9015;302209;142866;252707;245492;
9016;286238;132047;258170;241809;
9017;299280;135452;264655;250984;
9018;318954;133530;250426;255821;
9019;284858;130976;243718;238599;
9020;300834;141161;263352;247196;
9021;341112;141662;275684;252834;
9022;290317;133805;272958;247764;
9023;276824;151020;254624;247708;
9024;329844;141554;263180;245574;
9025;337425;143990;241182;241046;
9026;332351;137717;274402;257049;
9027;302880;133450;283740;257784;
9028;363766;149060;271238;258335;
9029;314714;139698;255000;244051;
9030;354496;147905;260842;261161;
9031;371437;148275;238640;241799;
9032;323497;136268;286797;260097;
9033;341038;139530;255819;239080;
9034;298101;139508;239949;238346;
9035;284887;137083;260793;252241;
9036;329655;145294;245499;260896;
9037;289682;134271;229193;240111;
9038;296057;156707;255607;245634;
9039;297796;142308;240697;245109;
9040;285810;143729;231663;237531;
9041;291053;136914;233115;242860;
9042;299288;131952;255621;241331;
9043;325587;139633;245909;246182;
9044;309818;143021;248288;238042;
9045;315986;137591;248790;241694;
9046;340590;153705;259322;259505;
9047;297663;135177;268092;249078;
9048;292008;135107;249355;241021;
9049;343914;147988;253868;250634;
9050;299154;135949;232949;238804;
9051;309320;139427;240862;243703;
9052;299198;134081;255462;246719;
9053;276076;133693;234429;235727;
9054;319395;135446;231825;238874;
9055;319616;141006;250323;245516;
9056;348836;139414;241665;248515;
9057;321390;136115;248206;242135;
9058;322663;135956;234657;243180;
9059;332472;143465;270832;258053;
9060;292171;137581;240720;255009;
9061;301404;138047;255721;253895;
9062;291726;132829;239198;248718;
9063;297608;133683;248542;243050;
9064;360018;146763;261634;256863;
9065;325691;155960;239641;244352;
9066;302705;136945;256227;275586;
9067;282959;142671;253993;244968;
9068;279010;131722;253020;244102;
9069;323390;140363;280317;259017;
9070;319017;142741;256373;246717;
9071;323217;137089;240329;240503;
9072;309034;139518;240810;250252;
9073;286246;132370;244244;243471;
9074;295876;130393;252098;240262;
9075;300823;139964;252202;249851;
9076;317390;134046;249438;244502;
9077;285359;135274;240982;237996;
9078;318644;143197;235843;242553;
9079;304697;143605;248295;244467;
9080;313591;142228;248035;247387;
9081;308566;134163;236130;247443;
9082;333297;149424;237836;259904;
9083;326977;144378;240528;253202;
9084;298992;143249;234942;250680;
9085;298428;137121;256020;250766;
9086;318622;133740;255141;249459;
9087;279988;138396;245214;257169;
9088;305244;136815;252149;243768;
9089;308356;137428;257169;243586;
9090;284930;133879;262496;249178;
9091;321577;139274;252194;265177;
9092;325006;148400;270885;258172;
9093;297446;134429;241137;249172;
9094;293712;137481;252218;241590;
9095;311721;154348;254269;255648;
9096;297601;134622;279349;256236;
9097;298990;138466;246613;246287;
9098;352211;150911;244817;245685;
9099;287950;138383;261976;245173;
9100;300823;140432;246280;241693;
9101;300239;135492;249098;239967;
9102;321066;138610;242300;240172;
9103;312674;137795;258033;244730;
9104;296750;134488;263035;248989;
9105;303517;133972;258368;248124;
9106;309533;136090;248091;253229;
9107;318930;139337;245800;245663;
9108;360963;145360;235215;243198;
9109;333905;142890;266744;260013;
9110;322666;142294;252785;251785;
9111;339681;141061;247703;246861;
9112;305369;129475;238033;245185;
9113;308194;139788;245905;251589;
9114;317442;145583;235477;262919;
9115;320423;143963;241459;247781;
9116;299337;131779;247597;238937;
9117;297736;140573;231755;235701;
9118;309055;140472;260312;253916;
9119;330235;140918;269154;262492;
9120;312840;151235;247370;257475;
9121;306207;135729;248249;242573;
9122;325064;140170;248051;248528;
9123;331158;143313;262274;271228;
9124;304711;129970;246732;241204;
9125;297945;131918;268637;274539;
9126;329935;140648;263954;252667;
9127;366808;148454;256169;260048;
9128;355895;141232;260766;251283;
9129;321326;137577;253328;240764;
9130;306955;139395;253048;244497;
9131;306217;135220;245979;247826;
9132;273740;136494;248405;245199;
9133;308327;137712;253106;245058;
9134;305188;138582;259719;262342;
9135;331579;146008;259316;266043;
9136;396707;158868;257933;241514;
9137;314860;135651;249467;252388;
9138;335808;138185;270820;254078;
9139;377620;147860;263103;255656;
9140;311147;151742;271265;254375;
9141;306991;133252;259056;253816;
9142;316143;142091;256035;248644;
9143;297204;131583;258368;249490;
9144;344114;140395;288333;273817;
9145;311559;136247;249187;248547;
9146;318411;154167;243843;263793;
9147;291096;137683;250987;239192;
9148;313738;145734;250235;250309;
9149;317816;141150;247303;255185;
9150;313673;132098;254745;241343;
9151;339827;141195;258198;265555;
9152;325302;142541;291869;261997;
9153;327172;139932;273919;273422;
9154;329116;137983;253380;252242;
9155;308763;137129;243734;242158;
9156;290070;151506;241126;238864;
9157;328969;146126;251342;250317;
9158;325071;141307;263633;254884;
9159;295571;134594;275673;262653;
9160;298007;139028;249917;250956;
9161;304385;140727;250560;247517;
9162;295584;133156;241090;254931;
9163;312258;134604;261996;258415;
9164;336429;137586;301968;259213;
9165;304135;137812;263261;250217;
9166;294711;148120;277435;261609;
9167;302939;141226;238577;237220;
9168;313628;136537;270911;258506;
9169;334263;138945;301284;261506;
9170;287130;155730;243812;248548;
9171;310235;150090;257913;255501;
9172;350616;144307;236566;236939;
9173;282036;129852;241500;251868;
9174;300864;133729;253427;254063;
9175;302212;137593;252658;253922;
9176;297942;139242;241124;252401;
9177;314733;146420;280551;263583;
9178;307389;147597;241531;250040;
9179;348862;144759;253739;244657;
9180;311907;143108;245937;244794;
9181;306258;132882;266062;256952;
9182;352444;144316;237306;242422;
9183;309059;138678;261977;256848;
9184;303153;134744;262049;252270;
9185;287316;133999;275080;261427;
9186;338494;140827;271767;263110;
9187;318522;145747;259807;253008;
9188;323633;137979;262200;252684;
9189;298556;143680;255517;244404;
9190;291397;138019;247241;242052;
9191;342522;142736;279651;260272;
9192;306992;135579;288404;261639;
9193;321439;136747;237724;249795;
9194;278967;139351;248481;262705;
9195;326059;138168;260769;252492;
9196;309621;141901;253201;248718;
9197;300087;144523;247895;252236;
9198;297681;141375;266081;252639;
9199;373659;146688;271301;273362;
9200;283433;144329;262054;264216;
9201;319352;136452;264904;249113;
9202;310652;140236;263888;254250;
9203;325079;150281;281461;261112;
9204;324815;141840;256197;252585;
9205;310753;136887;245468;247202;
9206;330448;136450;260382;260920;
9207;357045;147827;273850;255319;
9208;303327;144340;260222;256596;
9209;333928;149218;252957;250882;
9210;292973;140040;258299;260644;
9211;322873;142150;242722;251363;
9212;291336;141120;246036;242987;
9213;314975;137157;249434;243116;
9214;297416;136914;255066;248973;
9215;322984;140484;293094;281125;
9216;320763;141811;261657;243920;
9217;317562;137020;256602;245091;
9218;328018;145220;247858;257249;
9219;364290;162902;255562;253531;
9220;316265;148392;250668;246851;
9221;299003;136389;268164;252416;
9222;365568;142815;253499;245314;
9223;334409;142428;287420;259513;
9224;304513;139358;257823;250085;
9225;309773;133862;264209;245829;
9226;311454;148255;273183;246120;
9227;309201;142791;253111;246843;
9228;321506;141023;263821;268849;
9229;303329;133921;254962;251260;
9230;298144;133094;261157;251304;
9231;322974;138284;256156;249766;
9232;350309;146528;291730;284057;
9233;321667;143676;240090;253110;
9234;289746;140009;246979;252905;
9235;302368;139697;261710;244675;
9236;345402;142482;263116;249876;
9237;330829;140518;253078;245803;
9238;351447;158381;301323;275558;
9239;301990;139423;257206;249128;
9240;302276;135239;242156;248622;
9241;334391;139986;254648;252809;
9242;334618;141318;284290;269893;
9243;310196;135803;250369;246264;
9244;293055;131271;258019;245352;
9245;308379;136997;249235;258954;
9246;343576;146641;286290;268640;
9247;324695;135211;258405;245944;
9248;343773;140994;237277;247452;
9249;319660;142376;288730;259086;
9250;287829;139334;254734;247754;
9251;323935;138253;251748;255438;
9252;360057;146550;268478;263201;
9253;354166;142300;251233;258670;
9254;317604;143684;279415;262207;
9255;329814;138231;255155;254761;
9256;290180;134767;253938;247980;
9257;291488;138517;251578;242944;
9258;311920;136821;249610;247711;
9259;302645;138878;260331;250052;
9260;309769;139752;269730;256565;
9261;297441;144238;240534;261293;
9262;349207;147355;261543;268946;
9263;292715;140505;263887;260881;
9264;317011;146090;255318;255682;
9265;321952;137366;277337;268023;
9266;294563;136635;258678;255044;
9267;320811;136830;264366;258679;
9268;338303;149404;284609;274393;
9269;340993;146746;254311;247975;
9270;322719;140259;263908;252772;
9271;314663;135236;279665;262909;
9272;339699;149450;266416;261087;
9273;383258;154350;261708;246246;
9274;404380;151150;271140;256668;
9275;309633;141990;248259;245215;
9276;314167;159935;255030;249057;
9277;332771;153261;248095;241994;
9278;336633;138542;257329;247708;
9279;321575;146797;243557;246694;
9280;326832;144073;268312;261624;
9281;305561;137135;252398;250582;
9282;300707;143301;250137;249104;
9283;316034;136831;250411;244569;
9284;316083;147321;255966;274765;
9285;370376;148593;255198;279063;
9286;312587;141139;259032;245451;
9287;365085;153791;292495;272713;
9288;331576;142406;264063;256890;
9289;337424;148612;253732;250623;
9290;308343;139751;276288;257780;
9291;387541;153587;247772;264622;
9292;340818;147911;274065;256812;
9293;325923;145248;246964;256835;
9294;345099;139590;257720;248291;
9295;340698;147729;259314;253769;
9296;312966;134553;262882;258773;
9297;296545;149874;292952;257904;
9298;304121;140084;246241;244320;
9299;359939;148609;295936;264481;
9300;313744;153480;251794;248785;
9301;318404;140652;274821;259133;
9302;308488;142547;271118;261106;
9303;329027;140166;247478;255840;
9304;303145;150813;253967;262501;
9305;343611;142853;265992;261851;
9306;324433;142989;240300;262357;
9307;302335;143588;258340;252485;
9308;303144;141156;269451;246447;
9309;350507;150117;275330;262831;
9310;328149;142481;260516;251937;
9311;304107;138406;284095;270689;
9312;304338;138887;268087;257031;
9313;305617;140464;243289;241526;
9314;294242;148096;256105;261629;
9315;317957;137822;272973;262892;
9316;375277;151777;264918;260645;
9317;314176;142199;247658;256835;
9318;297056;146724;262440;256840;
9319;329008;140702;255893;247692;
9320;329969;141729;257839;246805;
9321;326335;140934;263264;260025;
9322;373704;146290;261098;247384;
9323;321761;143838;256364;259498;
9324;304876;137007;247640;256224;
9325;318175;148131;242937;250539;
9326;337033;163314;261880;275609;
9327;315658;138240;276477;261642;
9328;315825;147271;257853;247569;
9329;305269;137904;277171;263202;
9330;342325;142396;264747;251731;
9331;314156;144325;268887;254823;
9332;340084;146505;258225;249915;
9333;332057;142830;265695;254562;
9334;338222;144558;276101;263150;
9335;348081;143787;257916;253004;
9336;323977;144310;266786;260034;
9337;330657;138611;299070;275488;
9338;309413;144402;253294;256404;
9339;352484;147710;251827;256595;
9340;318867;139601;246107;264767;
9341;384233;154070;269529;270127;
9342;314222;150122;293896;266291;
9343;338986;148671;275722;261080;
9344;325150;137723;260725;249879;
9345;343470;150032;299789;279099;
9346;300103;137065;260467;252480;
9347;332912;151123;264070;255299;
9348;296931;137884;264903;257846;
9349;297143;146305;259285;275277;
9350;336676;142207;255317;250331;
9351;307820;139042;266496;249563;
9352;355307;152870;283282;282138;
9353;288135;133868;255013;249303;
9354;360450;147588;272243;265235;
9355;335213;161798;247965;253175;
9356;315610;145667;268235;262586;
9357;315573;139562;250655;246589;
9358;351716;161995;254850;250177;
9359;358292;156647;261912;250767;
9360;316762;137958;235487;253693;
9361;318148;147382;267392;271130;
9362;334081;147168;264879;269511;
9363;319769;136001;262099;247606;
9364;318134;140886;281157;267592;
9365;376926;158153;247401;258439;
9366;306539;140619;247896;243372;
9367;320479;139893;277481;262059;
