n;q1_a;q1_c;q2_a;q2_c
952;26222;10946;20261;20306;
953;22926;9578;19037;19085;
954;22477;9859;17887;18657;
955;25389;10587;18001;19320;
956;27053;12182;18549;19780;
957;22448;9619;20479;19567;
958;27768;10992;18300;19473;
959;24469;10713;18005;19111;
960;25236;10206;21166;19573;
961;24917;11014;18027;18540;
962;22856;10045;21322;19172;
963;26433;10789;19462;18984;
964;21298;10652;17987;18698;
965;23471;9929;19409;18776;
966;25986;10148;18419;19286;
967;24318;10370;23289;21254;
968;26848;10876;17746;19285;
969;29491;11645;20219;18807;
970;24159;10205;18837;19332;
971;31306;11466;19322;20526;
972;27908;11247;19297;18784;
973;24039;10746;18346;19019;
974;24758;10839;20210;19118;
975;23574;10322;18157;19187;
976;27972;10918;18457;19441;
977;27297;10342;22915;19996;
978;25945;10453;17850;18318;
979;24224;10072;18884;19376;
980;27377;10303;21852;20628;
981;26976;11030;19654;20802;
982;24821;11330;19768;20961;
983;29338;11290;18657;20339;
984;25652;10295;19735;19209;
985;36624;12737;22428;21607;
986;26621;10915;19740;21432;
987;25442;10358;20640;19938;
988;25696;10270;18988;19792;
989;23777;10365;19211;19554;
990;22870;10805;18325;20434;
991;25225;10789;19401;19529;
992;27419;10802;21784;20848;
993;28176;11270;18586;19309;
994;24391;11101;18743;20145;
995;23621;11289;22298;21614;
996;25509;10520;20988;20346;
997;25228;11387;20511;20907;
998;25003;10946;18255;19657;
999;25113;11265;23886;21146;
1000;26761;11266;20024;20161;
1001;27712;11406;21494;22234;
1002;23928;10451;19666;20198;
1003;30093;13171;20327;21361;
1004;22886;10674;19493;20489;
1005;30821;11819;21488;20841;
1006;29503;11128;22369;20746;
1007;24950;10287;21239;20743;
1008;20873;10467;20212;20769;
1009;28266;12322;20456;20458;
1010;30802;11254;19636;19946;
1011;26883;11321;20527;20283;
1012;23321;11115;19098;20818;
1013;25225;10477;19997;19544;
1014;27191;11512;22288;22931;
1015;32113;12855;23986;22732;
1016;25467;10418;22250;20576;
1017;25571;10905;23910;22460;
1018;25801;10802;22870;21493;
1019;24769;10949;19397;19936;
1020;22727;10831;19354;20375;
1021;23062;11097;19091;20133;
1022;22379;10818;20040;20384;
1023;27212;12676;21852;22845;
1024;26152;10998;22314;20619;
1025;24059;11576;20547;22451;
1026;28247;11415;26849;23618;
1027;26070;10716;20332;20614;
1028;26070;11010;21060;20559;
1029;25275;11105;21239;21412;
1030;24778;10674;20789;19910;
1031;28816;11181;21090;20321;
1032;26852;11517;19620;20844;
1033;27955;13703;19336;20289;
1034;30093;12688;26801;22667;
1035;28583;11662;19862;22140;
1036;31895;12916;20526;21362;
1037;28361;11717;21195;20850;
1038;28308;11289;24151;22164;
1039;24551;11555;20756;21760;
1040;26233;11079;19200;21161;
1041;26359;11231;23047;20780;
1042;27029;11344;20927;21158;
1043;24641;11395;19992;22107;
1044;29586;11313;20143;20128;
1045;27839;12246;21545;20967;
1046;34060;12628;21737;21598;
1047;26162;10549;21510;21361;
1048;24319;10565;21258;20688;
1049;28284;11879;20902;21329;
1050;28064;11262;26448;23601;
1051;26692;10899;20757;21429;
1052;27497;13028;19764;22016;
1053;25161;10586;20643;20782;
1054;25780;11044;22422;23254;
1055;29892;12969;20204;20209;
1056;27529;13321;20889;22700;
1057;27682;12446;21670;20801;
1058;29707;11950;20650;21035;
1059;27961;12570;22677;22815;
1060;29924;11191;22859;22861;
1061;28921;12524;24622;23758;
1062;27905;12362;21364;21940;
1063;31240;12722;21334;22152;
1064;28627;12409;21207;22759;
1065;27430;11534;21342;21077;
1066;25289;12105;23313;25763;
1067;25968;11654;23110;21965;
1068;27451;11513;22098;20776;
1069;29145;12108;22635;22344;
1070;25486;12370;21213;21454;
1071;29338;11466;22526;21549;
1072;25416;11728;23537;21596;
1073;28735;12101;21930;21041;
1074;31759;12130;23955;22669;
1075;30719;12151;22809;21837;
1076;25041;11186;24951;22720;
1077;28368;11305;21740;21160;
1078;25366;11042;21415;20945;
1079;25777;11828;21543;21582;
1080;28251;11451;25325;24145;
1081;33628;13094;22951;22154;
1082;26249;12184;20721;23238;
1083;26630;11582;23460;21685;
1084;26531;12375;20857;22888;
1085;32162;13042;24131;23845;
1086;25297;11424;21402;24364;
1087;28321;11862;21186;22309;
1088;27690;11483;22488;21123;
1089;28559;11931;24533;23199;
1090;26500;11669;22373;22651;
1091;26533;12665;22067;23325;
1092;32412;12214;23535;22897;
1093;26317;11786;25135;22899;
1094;25074;11952;22581;22429;
1095;26776;12032;22466;22193;
1096;30993;12532;21296;21297;
1097;27461;11550;21987;22014;
1098;28111;11772;23573;21747;
1099;29950;12453;23672;22644;
1100;29389;11792;23047;22045;
1101;33446;12497;23686;22324;
1102;34516;13046;20063;22279;
1103;25202;11548;23629;23105;
1104;27250;13157;21247;21772;
1105;32552;13105;22975;23080;
1106;27516;11492;23432;23308;
1107;30961;11953;24459;22507;
1108;29817;12071;21711;23107;
1109;31662;12810;23461;23777;
1110;26109;12298;23373;25545;
1111;28024;11679;21419;22859;
1112;31742;12166;20552;22371;
1113;30272;12088;21452;23057;
1114;26163;11701;23697;22147;
1115;27495;11971;25111;22931;
1116;25196;12662;22895;22716;
1117;31584;12045;22498;21777;
1118;27205;12686;22729;22702;
1119;25853;11659;23160;25264;
1120;24729;12921;23827;23140;
1121;33048;12967;23815;23448;
1122;27104;12541;23175;24089;
1123;25466;12307;22948;23854;
1124;26031;12227;21414;24361;
1125;30225;12979;23896;23965;
1126;26811;13348;22383;22625;
1127;28164;12620;25284;25274;
1128;30132;12621;22317;23387;
1129;26503;13398;23047;23219;
1130;27250;13521;22974;23107;
1131;31486;12976;26078;24194;
1132;29294;12844;23603;23131;
1133;30720;12070;27118;26057;
1134;29152;13304;21295;24437;
1135;33981;14473;23878;22393;
1136;29860;12626;23613;22898;
1137;27880;12060;23373;22911;
1138;31619;13136;23623;24026;
1139;29504;14222;22673;25400;
1140;32280;13862;21991;23450;
1141;27462;12620;23953;25217;
1142;27496;11879;25014;24439;
1143;28778;15079;25502;25774;
1144;30103;12877;23919;22478;
1145;27184;12289;23744;23598;
1146;29908;12868;24453;23455;
1147;28276;13809;22267;23447;
1148;28156;12181;25590;24639;
1149;28420;12743;22425;22500;
1150;31907;14156;26160;24641;
1151;29500;13688;24454;24024;
1152;35604;15644;25627;24056;
1153;31497;12735;23201;23449;
1154;28303;12759;25170;24688;
1155;32242;12940;25587;26098;
1156;31872;13039;25894;25115;
1157;27759;12154;27411;26781;
1158;29670;13057;22621;24450;
1159;30041;12439;23245;23456;
1160;30412;13576;23187;25459;
1161;27798;14012;25457;25921;
1162;27191;12840;24889;24872;
1163;26657;12405;22268;23645;
1164;37568;14938;25386;25624;
1165;35404;13481;24820;24443;
1166;29284;13962;23302;25946;
1167;29749;13228;26429;25019;
1168;28276;13196;23778;23821;
1169;31112;12799;21790;24085;
1170;32157;12793;24239;24215;
1171;38281;15063;30374;27471;
1172;32435;13676;23997;24984;
1173;38297;13922;24645;24131;
1174;31348;12837;28155;26457;
1175;33064;13155;27002;24203;
1176;28475;13084;23080;23762;
1177;30047;13198;23521;25419;
1178;29988;12374;26967;24404;
1179;34073;13768;27481;26419;
1180;31308;13191;25755;25548;
1181;30696;13199;25129;25450;
1182;36066;14028;24216;24639;
1183;26807;12348;24488;25369;
1184;31960;13786;25349;24582;
1185;28931;13349;24780;25219;
1186;26886;12798;25136;24282;
1187;30920;13293;23467;23984;
1188;31894;15784;24971;26286;
1189;28572;12830;24808;23617;
1190;29156;12188;28302;25644;
1191;32156;13160;23974;24496;
1192;32810;13761;23888;24001;
1193;34538;13758;25522;26174;
1194;31075;13080;23480;23757;
1195;32376;14656;25935;26877;
1196;28187;13659;23799;24322;
1197;31595;14517;25574;24699;
1198;35664;14519;25349;26813;
1199;29660;13020;24772;23933;
1200;29231;12254;28787;25403;
1201;30210;13205;24453;25887;
1202;31047;13860;25279;24769;
1203;27235;15075;24290;25139;
1204;37785;14468;27991;27126;
1205;30702;13899;27649;26142;
1206;27167;12500;23630;24305;
1207;28206;12301;25409;24494;
1208;36553;13889;27024;26675;
1209;41352;15622;23945;25121;
1210;34669;14147;27014;26484;
1211;29133;12264;25130;25349;
1212;29708;12783;25105;24305;
1213;33725;13389;30773;29210;
1214;31247;13685;27725;25332;
1215;33981;13479;24142;25453;
1216;32650;14381;23679;25402;
1217;30886;13649;27582;25929;
1218;33207;13470;28074;25617;
1219;30046;13429;25918;26801;
1220;32287;13568;25848;26305;
1221;30945;14436;24784;24304;
1222;31767;13356;24394;24500;
1223;28253;13107;24278;24565;
1224;31668;14336;24706;26996;
1225;34944;13425;25929;25484;
1226;29238;14220;26575;25729;
1227;33858;13820;31678;27672;
1228;34136;14086;31216;27177;
1229;32675;13457;26564;25491;
1230;34497;14148;26111;27295;
1231;36327;14274;30602;28028;
1232;37466;15171;26778;29148;
1233;41219;15260;26361;25704;
1234;30859;12799;24891;25260;
1235;29991;13326;26003;25860;
1236;33319;14410;24655;25518;
1237;38331;15681;27346;26462;
1238;37185;14578;24531;24880;
1239;35284;14077;26721;26512;
1240;32038;14163;25978;25633;
1241;29285;13989;24427;24873;
1242;34860;15624;25571;26585;
1243;31262;13348;26111;25371;
1244;35570;14382;26576;26065;
1245;30754;13937;27785;25502;
1246;39033;14462;26062;27673;
1247;30839;13967;26242;24830;
1248;37184;14144;29709;26522;
1249;32293;14076;28168;26860;
1250;32643;14071;26530;26503;
1251;33961;14188;28921;26629;
1252;34349;14206;27012;26514;
1253;50491;17368;24444;26924;
1254;31754;14431;27543;26553;
1255;30676;14214;26049;24909;
1256;30176;13177;26093;26599;
1257;33634;13999;26122;25672;
1258;32604;13961;26708;25976;
1259;32893;14030;27913;26371;
1260;27884;13516;26319;25190;
1261;30437;13552;27926;27142;
1262;36106;15146;26391;26604;
1263;34250;13196;24799;25214;
1264;32406;13651;25110;25241;
1265;30398;14296;24332;25867;
1266;34050;14238;25057;25421;
1267;33833;14187;30561;28121;
1268;29458;13412;27239;26613;
1269;34939;15105;25120;27045;
1270;32768;14159;27507;26478;
1271;35149;14495;26167;26954;
1272;39795;15479;28655;28723;
1273;41697;16175;27013;27070;
1274;32791;14610;28979;27774;
1275;33072;13460;27187;26402;
1276;32634;14088;25666;25407;
1277;34565;14093;27069;28032;
1278;31592;14539;28388;27775;
1279;31772;15062;25275;28542;
1280;31615;13636;25853;27740;
1281;41959;15256;25826;28951;
1282;33000;14115;28289;26860;
1283;29640;14431;26414;26206;
1284;42060;15127;29237;27764;
1285;34521;14580;27826;30051;
1286;32286;15324;27938;28036;
1287;33927;13841;29136;28024;
1288;36968;14627;30566;27632;
1289;32053;14254;26794;27154;
1290;35925;14316;26349;25434;
1291;29309;14187;25631;25782;
1292;39234;16818;34288;30474;
1293;37864;14979;33232;30578;
1294;36941;15559;25846;27594;
1295;35366;14670;28063;26714;
1296;38735;15824;26120;27590;
1297;45201;16545;26701;27771;
1298;32021;14859;31283;30497;
1299;34849;14653;32394;32501;
1300;30970;14004;27079;27183;
1301;32250;14584;27121;27184;
1302;30275;13577;27326;27680;
1303;39474;15406;27555;26828;
1304;35401;14184;26507;26783;
1305;33586;14107;30537;27543;
1306;39738;17236;25900;28054;
1307;31783;14079;26576;26489;
1308;39677;15659;29416;28966;
1309;33426;15030;26440;27814;
1310;32257;14644;29893;27454;
1311;32636;14198;31527;29286;
1312;33096;15722;25623;27692;
1313;30644;14926;26818;28697;
1314;36395;14681;32984;29105;
1315;31695;14739;26499;27793;
1316;38206;14661;26476;26004;
1317;39076;15901;27037;28578;
1318;36440;15393;27100;27627;
1319;34705;14330;26027;29355;
1320;31643;15899;27583;29393;
1321;31919;14790;26419;29994;
1322;42416;16018;27374;27202;
1323;36531;17135;28909;29988;
1324;31523;14878;26443;27443;
1325;33744;15267;25715;27209;
1326;34083;15507;26342;29005;
1327;36372;14768;25226;27688;
1328;33038;14296;29217;29085;
1329;40244;17305;28608;30648;
1330;35617;15387;27082;29411;
1331;35413;14758;27365;27931;
1332;41939;17160;26615;27501;
1333;37423;14532;29698;29628;
1334;32881;15663;28130;27892;
1335;32075;15806;30638;30414;
1336;33642;14575;30326;28368;
1337;42629;16120;27300;27542;
1338;33754;14696;31210;30202;
1339;31576;15086;26932;26796;
1340;35128;15634;31527;28356;
1341;39049;14752;28810;27820;
1342;33675;13892;26062;26351;
1343;34655;14836;28690;28165;
1344;36438;16229;27417;29036;
1345;39709;15351;31773;29569;
1346;43386;16603;30006;28271;
1347;33535;14450;30994;30139;
1348;35087;15255;30079;30456;
1349;36808;14735;27489;27937;
1350;38847;15949;29041;27944;
1351;36148;15848;29260;28328;
1352;33763;14929;30018;28631;
1353;35670;15436;28100;26929;
1354;39175;15471;31634;29393;
1355;37288;15974;28465;28698;
1356;41830;18801;28703;29018;
1357;35259;14498;30128;28920;
1358;33613;14983;26803;27963;
1359;33536;14978;27156;27451;
1360;32913;15116;28065;29117;
1361;40887;15592;31091;29024;
1362;38121;15746;35660;33461;
1363;36080;15850;26909;26834;
1364;35658;14736;32559;29471;
1365;38506;15644;28397;29475;
1366;36962;16180;31058;28251;
1367;39944;15883;31534;30186;
1368;37210;14906;29181;28339;
1369;37034;14381;28450;27599;
1370;33872;15228;30539;30399;
1371;37641;16332;29313;29042;
1372;35257;15477;30410;30129;
1373;39883;15723;29087;29519;
1374;40495;16009;29061;29305;
1375;33706;15730;32960;32106;
1376;35953;15902;30615;27816;
1377;36194;15990;27332;30260;
1378;36686;16119;31688;31496;
1379;34789;15229;29594;29564;
1380;38516;17914;26778;29968;
1381;37756;17981;26917;27808;
1382;40719;16204;29467;28863;
1383;38118;16204;29273;28494;
1384;41383;15995;28487;29198;
1385;32160;16011;30563;30085;
1386;39481;14825;32824;30604;
1387;40220;15991;30033;31141;
1388;33238;15221;29187;28059;
1389;31514;15078;32322;30300;
1390;33478;16858;28796;29012;
1391;37207;14914;29645;29195;
1392;35992;15129;28642;28996;
1393;34108;14870;30828;30471;
1394;39437;16981;30753;32349;
1395;40858;16866;30645;29653;
1396;39719;16918;30994;29078;
1397;40232;17438;28727;28930;
1398;36070;16592;31893;30871;
1399;37229;16549;29992;31790;
1400;38104;15871;27868;27683;
1401;35989;16153;31503;31021;
1402;34463;16016;30580;28828;
1403;37175;16744;31789;30189;
1404;36970;17318;33720;33110;
1405;40890;16728;29781;30158;
1406;35729;15978;28231;28787;
1407;34760;15989;29638;29754;
1408;34449;16540;28649;29070;
1409;37930;15592;29825;31358;
1410;36065;15579;32364;29806;
1411;40952;16367;31170;30794;
1412;37195;16805;30403;30262;
1413;42229;16721;33456;30101;
1414;36587;16213;32164;28716;
1415;33999;14923;30535;29856;
1416;37821;15318;29860;32007;
1417;36479;15414;31445;30920;
1418;32399;15439;30491;32858;
1419;44441;19379;30758;32364;
1420;36210;15919;29779;30683;
1421;33651;16629;31724;30564;
1422;36391;16168;29833;30006;
1423;36815;15670;32515;32023;
1424;35039;16562;33716;31099;
1425;35243;16106;28710;30278;
1426;44184;17333;27971;30089;
1427;40528;17206;33639;32298;
1428;36082;15992;32069;30142;
1429;43468;17338;31414;30763;
1430;43061;17507;33282;33579;
1431;40587;16451;32110;30727;
1432;35471;15985;29691;30979;
1433;38164;16471;29328;28699;
1434;38576;17170;29981;32066;
1435;43374;18386;31493;30864;
1436;37741;16682;31018;31044;
1437;40700;15943;32524;31637;
1438;41662;17468;33553;30900;
1439;34322;17761;30510;31893;
1440;34142;17745;32539;33154;
1441;42588;16444;29492;30668;
1442;37306;15878;31326;31619;
1443;38953;15729;34265;32200;
1444;34120;14933;30571;31918;
1445;35119;15144;28881;28485;
1446;37268;16214;30568;29292;
1447;37140;15901;31440;32761;
1448;40039;17187;31270;31141;
1449;40391;16916;32000;31082;
1450;41408;17148;33443;31849;
1451;37498;16541;29359;30360;
1452;35063;16357;31150;31257;
1453;41576;19050;28613;30200;
1454;38128;16614;32647;30939;
1455;37664;16537;31214;32145;
1456;39561;16013;33638;31277;
1457;41718;17646;30255;30773;
1458;45554;18039;34309;32437;
1459;39050;16670;31841;30667;
1460;38154;16771;32843;29958;
1461;40589;18412;41666;37878;
1462;37810;16769;29781;29723;
1463;42513;18182;31539;29947;
1464;38051;16413;28957;29240;
1465;41373;17232;31386;31343;
1466;34917;16189;30588;29746;
1467;40517;18104;32347;30328;
1468;41030;17080;31284;32231;
1469;37129;17290;31366;31969;
1470;42572;16769;30400;30929;
1471;41467;17101;30305;31162;
1472;42194;19929;34143;32150;
1473;38235;17354;32977;33762;
1474;38248;16586;32306;33198;
1475;38576;18209;31999;30373;
1476;38050;18010;32515;32619;
1477;39396;17047;30922;30850;
1478;34914;16884;30576;32603;
1479;45652;18066;35359;32860;
1480;35061;17412;31097;31383;
1481;50235;20008;38575;34152;
1482;43715;16922;33509;33072;
1483;44922;19157;31246;32765;
1484;36880;16672;30325;33057;
1485;44039;19243;32344;32131;
1486;49806;20317;31752;32966;
1487;36195;16476;30804;31308;
1488;38954;17511;30309;31517;
1489;38177;17614;34046;31519;
1490;40325;17790;30501;30640;
1491;48396;17681;34981;35547;
1492;37961;17624;30072;31653;
1493;38523;16182;31326;32443;
1494;39631;18881;30477;30533;
1495;48551;18887;33787;34396;
1496;40685;16491;34698;33726;
1497;38874;16790;31828;31339;
1498;39475;16591;30169;32209;
1499;38607;17585;31226;30455;
1500;44531;17162;38241;33021;
1501;44451;17919;37553;34640;
1502;40085;18038;31106;32609;
1503;44894;18321;30632;31596;
1504;35561;18059;33797;32859;
1505;39357;17556;31879;31608;
1506;35700;16871;30734;34067;
1507;50504;21280;32216;34218;
1508;40933;17892;36941;33301;
1509;39090;17113;30598;32373;
1510;38565;18878;31345;34543;
1511;37778;17900;34235;32901;
1512;39967;17732;32118;31200;
1513;38396;18096;33524;31663;
1514;40474;16595;34274;32035;
1515;40853;19134;35124;35689;
1516;41766;17454;31242;31902;
1517;47427;18204;31034;32572;
1518;37532;16581;31597;31592;
1519;39478;19189;31211;31258;
1520;44065;17188;33086;31898;
1521;45400;18180;31561;33804;
1522;38081;16727;32928;32735;
1523;45296;18328;35875;33802;
1524;40776;18021;33289;31427;
1525;45563;18299;35377;33430;
1526;40588;17388;32394;30817;
1527;50231;17986;34608;34076;
1528;40252;17927;32173;34746;
1529;43926;18223;33894;32162;
1530;42728;17169;33909;33024;
1531;44110;17227;32858;33362;
1532;43842;18945;33406;34727;
1533;42139;17764;33925;32910;
1534;41396;17473;33640;32092;
1535;46463;18031;33345;33022;
1536;43835;18092;31570;33156;
1537;43074;20927;30420;31018;
1538;42493;17669;30942;31942;
1539;41540;18207;33087;32168;
1540;37714;16238;33599;32555;
1541;42271;17402;32881;32149;
1542;43225;18878;32464;31974;
1543;42001;17493;30722;31658;
1544;46265;19706;34245;33821;
1545;45152;19247;31868;33696;
1546;46438;19035;32677;35325;
1547;37030;16884;35046;36399;
1548;43967;18048;32802;32725;
1549;42433;17693;34291;33257;
1550;39275;16971;35291;32785;
1551;38388;18523;33375;34537;
1552;35623;17190;30862;33249;
1553;45487;18052;37038;35423;
1554;41131;18448;32637;33384;
1555;39718;18695;34041;35395;
1556;49635;19643;34422;36199;
1557;45260;18520;39018;36127;
1558;42142;18251;40093;36165;
1559;44648;18586;31821;32031;
1560;39773;17398;31887;32413;
1561;40037;17896;33774;34044;
1562;44171;19024;31340;36382;
1563;45291;18040;33768;32597;
1564;43582;18745;37793;35812;
1565;41674;18254;34928;34420;
1566;46929;18452;34780;33809;
1567;43203;18245;32886;34203;
1568;39291;17944;33719;32803;
1569;55791;20712;41235;37507;
1570;42584;18311;36806;34130;
1571;41705;17396;34469;32271;
1572;41121;18831;33938;33815;
1573;40083;18860;34586;33373;
1574;42245;18795;32080;35229;
1575;47662;19294;32213;35118;
1576;38832;17766;34995;33571;
1577;39368;18971;33131;32124;
1578;41432;20103;33281;37071;
1579;40567;17635;33783;34903;
1580;45185;18178;33691;32668;
1581;41672;18041;35545;34098;
1582;40218;19764;33681;34520;
1583;42126;19211;33598;32503;
1584;43999;19133;37010;35210;
1585;46902;18702;35145;34957;
1586;39887;18518;32741;32732;
1587;51218;19276;41176;36869;
1588;39164;18512;32706;34096;
1589;49050;18760;39922;35761;
1590;58273;23252;36128;38014;
1591;43500;19069;35425;36062;
1592;43773;18821;31619;33232;
1593;46346;18958;34286;34136;
1594;37841;20512;36234;36855;
1595;47473;19570;35640;34311;
1596;42542;18762;33611;33628;
1597;46359;21905;38009;35499;
1598;42628;17875;39856;36774;
1599;44030;17496;34900;33379;
1600;48242;20563;35161;36749;
1601;44967;19407;38203;36753;
1602;41550;18627;36361;35505;
1603;40092;17453;35744;34012;
1604;48011;20661;43171;39342;
1605;46196;19184;41501;37271;
1606;40650;17759;35899;34069;
1607;47735;19534;36128;35034;
1608;38551;18256;38959;37490;
1609;40181;17407;35300;35660;
1610;45063;19457;34779;33809;
1611;51883;19947;35323;33146;
1612;41052;17856;35225;34487;
1613;49803;22194;36714;35638;
1614;46583;20502;34244;33802;
1615;47427;18983;34004;33226;
1616;43048;18211;32354;33353;
1617;43238;18622;31613;34560;
1618;46494;19759;34037;36498;
1619;46159;19847;33662;33398;
1620;57409;20713;36137;40138;
1621;44250;19116;32319;36120;
1622;47639;18839;35363;36205;
1623;45684;19057;36538;34948;
1624;48547;19108;36405;34348;
1625;43108;20261;37047;35671;
1626;45426;18568;35321;37519;
1627;46084;21035;32909;38269;
1628;43562;19051;38611;36121;
1629;48298;21494;33805;36368;
1630;50468;19394;37770;35209;
1631;36470;19131;39351;37093;
1632;44985;19561;33455;34716;
1633;45620;22152;38985;39842;
1634;43879;18715;41165;37702;
